epoch,train_loss,val_loss
1,93.44223742,93.18203963
2,85.95970495,94.15077993
3,82.16952096,90.27409959
4,80.31098433,90.70083695
5,80.55561652,90.3847334
6,79.64811196,98.47292447
7,78.05935229,88.61467002
8,76.5988122,86.8060527
9,77.79359266,88.16267245
10,78.04313475,82.62726234
11,76.19188568,88.28060499
12,77.1747719,88.70142162
13,75.77397021,87.66233554
14,75.72542744,84.7745452
15,75.34926321,84.65358734
16,75.66848829,86.58935183
17,72.47023858,86.7991831
18,73.22024466,84.77818606
19,73.04837461,82.95010105
20,73.75581442,84.45059697
21,73.02432264,84.09554069
22,73.0876774,83.68698568
23,73.08140714,82.17370722
24,71.19351702,81.66517253
25,69.83124946,80.85826383
26,71.12578937,83.82042296
27,72.11699076,82.39058667
28,71.18202104,82.45016604
29,71.92826267,87.74552857
30,69.44771954,80.71154444
31,70.01626805,83.59257528
32,69.19102488,80.87367748
33,70.41704415,80.47756167
34,69.6143671,81.81314603
35,71.07599432,80.53623097
36,68.98790373,81.54843919
37,69.43570362,78.40666591
38,67.27982973,77.94608246
39,66.45272167,82.28119147
40,67.38271147,83.84841169
41,67.50059731,79.03733287
42,65.5375571,79.14814122
43,68.05442252,77.41036327
44,67.43928809,81.55315062
45,67.49111357,81.72633559
46,65.53899685,78.30035024
47,66.03463638,80.84199442
48,66.20844121,80.58199473
49,66.20452714,76.52701254
50,64.02271704,76.85603725
51,64.56251813,80.6885157
52,64.07131087,76.80095091
53,62.74389723,78.83856923
54,62.85250146,78.12606728
55,63.95552577,77.75493412
56,64.59678782,77.0153216
57,62.27434249,77.69282086
58,64.14796065,74.19202491
59,64.6427327,76.25142995
60,63.49783561,75.99869027
61,63.09668819,75.67661978
62,63.26674868,79.08530152
63,61.83073261,76.12447354
64,62.47543833,75.40063165
65,62.07904388,74.62424816
66,61.24355484,77.02936048
67,60.80465091,73.36418227
68,63.93924372,77.27263117
69,63.19178726,74.41532063
70,62.57070734,74.25380601
71,62.8430987,74.08386012
72,61.083277,73.52840024
73,61.13034687,74.12588801
74,60.64872667,74.33058169
75,60.78374101,75.57736582
76,60.1938466,75.60497248
77,60.43032161,75.45879419
78,60.4809601,75.11443201
79,59.77239765,75.9944947
80,58.88351764,75.04158687
81,59.47211682,74.55969922
82,60.20557703,74.67424888
83,58.695685,73.48580117
84,59.31084018,75.57738755
85,59.55675412,77.02070836
86,59.15077664,75.59954649
87,60.48794993,70.10088575
88,59.53855817,74.11286676
89,59.42929911,73.41255811
90,58.90413194,72.57204612
91,56.31738345,74.15779365
92,59.68845025,75.47119254
93,56.90078866,74.787312
94,60.06607872,71.63399213
95,58.5760485,73.52790148
96,57.47946247,75.15094716
97,58.79894819,74.14693677
98,57.94398494,75.86148168
99,58.28729107,73.92929755
100,57.56250902,74.30785255
101,58.18138535,70.9502894
102,55.94870767,73.91721659
103,57.64172874,74.49742863
104,57.91117012,71.87832483
105,57.69445977,72.54855887
106,57.15241923,70.24235518
107,57.45623811,71.77986739
108,56.80938858,73.98369111
109,56.96343029,75.56484247
110,57.52924226,72.46308468
111,57.00827835,71.85176139
112,57.82920591,73.30556314
113,58.46669902,71.92116982
114,57.27438433,72.37251985
115,55.6697838,72.09841464
116,56.26212594,74.05324845
117,57.68066236,71.92183032
118,58.07947028,71.54884949
119,56.5107927,71.98333093
120,55.45726385,75.00685478
121,58.09319487,70.56223203
122,56.90361151,73.35815411
123,56.83110778,70.78612344
124,55.35428219,74.60730564
125,57.63502905,72.04810833
126,56.50742386,72.02776711
127,55.19893999,72.67097657
128,56.80150063,72.4152082
129,55.2180778,73.04427448
130,56.492491,71.51007891
131,55.88515507,71.65751575
132,55.07349468,71.62319563
133,55.88053556,71.6428503
134,54.82903129,74.75950205
135,54.65478969,73.09544312
136,56.59163825,73.87773659
137,53.93041392,73.36001156
138,55.51347972,71.03001782
139,54.52915286,70.74422623
140,55.13592251,70.56282011
141,56.7514869,73.8619691
142,55.32639584,71.23905916
143,54.69423584,71.83297875
144,55.79641819,70.20982268
145,54.55787198,69.96309431
146,55.63319265,73.07632545
147,56.40193935,72.75069715
148,54.46726673,74.86884442
149,56.23740024,71.33610872
150,54.96241731,72.0150759
151,53.8897257,74.87497708
152,55.11160336,71.27745928
153,54.72936942,71.10004503
154,56.55235116,72.58850409
155,54.31560781,70.49047616
156,55.53738541,72.27835024
157,54.64724655,72.54361729
158,55.27347272,74.14445851
159,54.28869438,74.0790433
160,55.18320923,76.39361261
161,54.50803636,72.09053151
162,54.95904944,73.76552311
163,56.13080466,73.68539205
164,54.5705254,70.76796706
165,54.37578294,73.46707471
166,53.77494759,70.98602564
167,54.44657519,73.95600615
168,51.42922273,71.429217
169,53.4523256,71.20763177
170,53.5834149,74.40144688
171,52.27623149,71.12884851
172,51.35572499,71.72845977
173,51.04588436,70.65578764
174,51.56381173,70.33851919
175,50.31555132,72.92224699
176,52.72747277,73.22808518
177,49.23047665,70.0285809
178,51.62841713,69.80031909
179,51.06841478,69.75544933
180,51.96756806,71.76995218
181,51.07769141,69.93491021
182,50.78371497,71.122037
183,49.50396638,72.03186712
184,52.71468635,69.98299812
185,51.13809765,70.63317583
186,49.25348036,70.63289206
187,50.63490405,69.62715623
188,50.37827992,69.32676167
189,50.5910058,67.80657522
190,51.23977583,68.86502696
191,49.04816392,72.56746089
192,49.33462052,72.43146144
193,49.50289067,70.35423785
194,48.8427819,70.46977846
195,50.04690718,69.83762271
196,49.84674777,70.1267005
197,50.16961781,70.60022572
198,50.07042914,69.3072095
199,48.93046597,69.12528781
200,49.11943917,74.2129131
201,50.51597895,72.56120793
202,49.59174015,71.9243495
203,50.37189549,71.06012747
204,49.194422,69.68145044
205,48.65231994,72.01010045
206,50.55466499,69.34973418
207,49.02480707,69.41762264
208,48.74675276,69.53535187
209,49.88334402,69.79163451
210,49.25751677,70.32217019
211,47.58700684,69.17378239
212,47.31153269,67.05529096
213,47.83928172,68.9634731
214,46.69160024,69.07788714
215,47.40429463,69.93962954
216,46.54302136,69.49758218
217,46.79798372,68.14415633
218,47.81681887,68.76683735
219,47.47904525,69.95402215
220,47.51351046,68.97147164
221,46.71746931,68.24262453
222,47.21946403,68.05320789
223,45.97719585,68.90128823
224,46.32734261,67.98695685
225,46.30603441,69.58171828
226,47.36832569,68.6639534
227,45.80367214,68.76731075
228,45.67065918,68.0494268
229,46.28019065,69.33058438
230,46.25339071,67.38483117
231,46.79767129,68.81268805
232,45.17109722,68.24851695
233,45.31341518,69.37569781
234,44.67385217,68.35688923
235,45.19465665,68.18692141
236,44.42151425,68.68258293
237,45.48941893,67.22819412
238,46.37780245,68.36775881
239,46.85525304,68.73809198
240,44.82997975,70.77596085
241,46.05691319,68.93046557
242,44.48382438,68.38039438
243,44.67634786,67.80378671
244,45.43109587,69.53989148
245,44.94515443,68.38285756
246,44.02082125,68.07908279
247,44.52528535,67.29285963
248,45.61373078,68.07144859
249,43.34442266,67.05928056
250,43.43929315,67.51180597
251,44.53699693,66.81016086
252,42.46945349,67.05643087
253,43.71932143,69.22254211
254,44.48000255,68.21508234
255,44.17480078,68.82200344
256,45.55703588,66.18364196
257,43.68058152,67.69698851
258,44.78273492,67.4653122
259,42.95670465,67.59875565
260,43.72119679,67.55274969
261,43.43781199,68.46254694
262,43.40182367,68.74980305
263,43.75976932,65.88015091
264,42.62176989,68.33130538
265,42.92689428,66.2124922
266,44.20513736,68.47619152
267,44.07095492,68.97454751
268,42.71650808,68.28874364
269,43.4192512,68.29153557
270,43.05873031,67.84412137
271,41.95869388,66.56676243
272,44.02334636,67.88107746
273,43.29352496,65.94443237
274,43.54006299,67.8846094
275,44.11158918,68.18825809
276,43.93023117,67.29047433
277,44.54612856,67.63401054
278,43.31666542,67.30342513
279,43.8267897,68.29229566
280,43.89449708,67.20891901
281,41.43271437,65.54012797
282,43.25041873,67.34678128
283,42.15985453,65.07947531
284,43.09022381,68.05192738
285,44.09986477,67.25298552
286,42.53128188,67.18852748
287,42.7591413,64.83320812
288,42.1883538,66.31699368
289,41.29401013,69.07819833
290,41.43624432,66.84913939
291,42.54954537,65.87853042
292,40.85863769,67.12079476
293,41.85120393,66.82934283
294,41.66024401,65.19510458
295,42.3558367,66.62173491
296,42.07926056,66.49778724
297,41.95961624,67.10911567
298,42.8439952,65.56338238
299,41.28514887,65.33565488
300,41.44292415,66.88331089
